timestamp,id,group,action
2016-09-26 04:04:04.924864,691753,experiment,view
2016-09-26 04:04:55.719512,691753,experiment,click
2016-09-26 05:04:33.999342,830998,control,view
2016-09-26 05:10:53.283790,226057,experiment,view
2016-09-26 05:11:49.292616,226057,experiment,click
2016-09-26 05:25:20.087187,417019,control,view
2016-09-26 05:26:30.181897,417019,control,click
2016-09-26 05:49:40.570358,321902,experiment,view
2016-09-26 06:13:46.607496,857158,experiment,view
2016-09-26 06:27:22.733783,900572,control,view
2016-09-26 06:44:08.252978,852585,experiment,view
2016-09-26 06:44:55.157139,852585,experiment,click
2016-09-26 07:45:19.731683,333604,control,view
2016-09-26 08:05:46.257439,482798,control,view
2016-09-26 08:07:15.991936,482798,control,click
2016-09-26 08:35:17.729919,771770,control,view
2016-09-26 08:35:20.910229,200826,control,view
2016-09-26 09:08:05.829440,805722,experiment,view
2016-09-26 09:23:40.583499,366151,experiment,view
2016-09-26 09:24:28.448300,366151,experiment,click
2016-09-26 09:31:19.494259,769017,control,view
2016-09-26 09:32:20.883596,769017,control,click
2016-09-26 09:49:03.590357,294127,control,view
2016-09-26 10:46:08.908152,308217,experiment,view
2016-09-26 11:09:44.955162,195681,control,view
2016-09-26 11:29:18.176587,734696,control,view
2016-09-26 11:36:55.285655,835449,experiment,view
2016-09-26 11:37:49.346446,835449,experiment,click
2016-09-26 12:35:52.377723,217944,control,view
2016-09-26 13:36:33.199438,889323,experiment,view
2016-09-26 13:41:30.418993,365028,control,view
2016-09-26 13:42:10.077128,365028,control,click
2016-09-26 13:55:57.921456,324997,control,view
2016-09-26 14:55:25.491699,924123,control,view
2016-09-26 15:18:23.749454,371923,experiment,view
2016-09-26 15:47:48.068484,662354,control,view
2016-09-26 15:48:30.620587,570451,control,view
2016-09-26 15:57:43.622238,358562,experiment,view
2016-09-26 16:13:41.166404,480891,control,view
2016-09-26 16:14:42.358603,480891,control,click
2016-09-26 17:09:19.532948,234444,control,view
2016-09-26 17:10:15.408584,234444,control,click
2016-09-26 17:24:24.880868,792966,control,view
2016-09-26 17:25:55.875513,792966,control,click
2016-09-26 17:47:09.526810,426624,control,view
2016-09-26 18:02:31.611273,550685,control,view
2016-09-26 18:02:55.664765,550685,control,click
2016-09-26 19:10:20.700922,184992,control,view
2016-09-26 19:11:30.281485,184992,control,click
2016-09-26 20:16:28.976996,408715,experiment,view
2016-09-26 20:17:09.816724,802067,control,view
2016-09-26 20:17:30.582794,408715,experiment,click
2016-09-26 20:20:32.023310,713232,control,view
2016-09-26 20:25:01.777477,703473,control,view
2016-09-26 20:39:27.813913,766674,control,view
2016-09-26 20:40:45.658446,766674,control,click
2016-09-26 21:22:34.015776,208263,control,view
2016-09-26 22:12:40.587393,535852,experiment,view
2016-09-26 22:27:51.554535,730970,control,view
2016-09-26 22:38:41.248758,436761,experiment,view
2016-09-26 22:41:19.328975,489523,experiment,view
2016-09-26 22:42:06.686098,489523,experiment,click
2016-09-26 23:03:25.143646,707411,control,view
2016-09-26 23:03:36.132826,707411,control,click
2016-09-27 00:07:08.065493,393493,control,view
2016-09-27 00:15:09.567317,555874,control,view
2016-09-27 01:18:09.067112,413838,control,view
2016-09-27 01:28:15.644281,787142,control,view
2016-09-27 01:40:07.555049,504397,experiment,view
2016-09-27 02:05:16.627940,859036,control,view
2016-09-27 02:33:28.782756,489857,control,view
2016-09-27 02:37:04.441601,676676,experiment,view
2016-09-27 02:43:15.187822,304461,control,view
2016-09-27 02:44:02.895865,304461,control,click
2016-09-27 03:16:53.729397,468496,experiment,view
2016-09-27 03:57:46.067887,604499,control,view
2016-09-27 04:08:57.035784,632767,control,view
2016-09-27 04:09:32.558291,632767,control,click
2016-09-27 04:15:47.650356,726650,control,view
2016-09-27 04:16:40.813888,726650,control,click
2016-09-27 05:19:06.036090,867214,control,view
2016-09-27 06:06:10.992233,823179,control,view
2016-09-27 06:16:56.956350,323891,control,view
2016-09-27 06:21:49.204403,349239,experiment,view
2016-09-27 06:22:46.796516,349239,experiment,click
2016-09-27 06:54:29.760732,913215,control,view
2016-09-27 06:54:39.212176,225854,control,view
2016-09-27 06:55:23.079878,225854,control,click
2016-09-27 07:26:02.712979,828266,experiment,view
2016-09-27 07:26:41.519542,828266,experiment,click
2016-09-27 08:12:10.923766,873677,control,view
2016-09-27 08:18:01.708371,774573,control,view
2016-09-27 08:19:02.445493,774573,control,click
2016-09-27 09:02:34.954404,825953,experiment,view
2016-09-27 09:03:32.613749,825953,experiment,click
2016-09-27 09:33:40.366344,449882,control,view
2016-09-27 09:34:51.856825,449882,control,click
2016-09-27 09:39:47.712163,933055,experiment,view
2016-09-27 09:55:24.319073,413739,control,view
2016-09-27 10:47:56.344545,712268,control,view
2016-09-27 10:51:27.984435,667178,experiment,view
2016-09-27 11:02:42.222380,457832,control,view
2016-09-27 11:03:45.643705,457832,control,click
2016-09-27 11:17:43.561676,404638,experiment,view
2016-09-27 12:13:38.249236,931812,control,view
2016-09-27 12:14:26.771951,931812,control,click
2016-09-27 12:16:39.060228,557715,control,view
2016-09-27 12:18:17.210628,557715,control,click
2016-09-27 12:29:49.806524,786605,experiment,view
2016-09-27 12:30:09.585247,786605,experiment,click
2016-09-27 13:06:26.662873,435555,experiment,view
2016-09-27 13:18:06.568969,435421,control,view
2016-09-27 14:17:17.530941,335252,control,view
2016-09-27 14:19:57.945394,784186,experiment,view
2016-09-27 14:54:46.017419,420863,experiment,view
2016-09-27 14:55:26.299202,420863,experiment,click
2016-09-27 15:43:51.973062,755354,experiment,view
2016-09-27 15:44:59.153671,755354,experiment,click
2016-09-27 15:59:47.554859,528671,control,view
2016-09-27 16:32:59.442110,687687,experiment,view
2016-09-27 17:47:20.365918,253938,control,view
2016-09-27 18:22:12.449429,636192,control,view
2016-09-27 18:40:06.587980,802031,experiment,view
2016-09-27 20:59:04.626054,271548,experiment,view
2016-09-27 21:17:04.436655,619230,experiment,view
2016-09-27 21:17:12.813718,619230,experiment,click
2016-09-27 22:16:42.555141,424146,control,view
2016-09-27 22:17:11.964083,424146,control,click
2016-09-27 22:31:01.582568,887415,experiment,view
2016-09-27 22:46:36.058926,751437,experiment,view
2016-09-27 22:51:16.876492,919453,control,view
2016-09-27 23:14:24.747531,838042,experiment,view
2016-09-27 23:14:57.223989,838042,experiment,click
2016-09-27 23:36:57.020597,536050,experiment,view
2016-09-27 23:50:42.947962,854122,experiment,view
2016-09-28 00:42:27.133071,580650,experiment,view
2016-09-28 00:44:30.559287,443177,control,view
2016-09-28 00:45:07.595923,443177,control,click
2016-09-28 01:18:53.145304,483361,experiment,view
2016-09-28 01:40:25.213781,782149,control,view
2016-09-28 01:50:03.690720,673124,control,view
2016-09-28 01:50:34.758422,673124,control,click
2016-09-28 02:00:00.553452,378232,experiment,view
2016-09-28 02:01:06.649708,378232,experiment,click
2016-09-28 02:24:41.282447,883682,control,view
2016-09-28 02:25:16.245524,883682,control,click
2016-09-28 02:52:07.294036,559812,control,view
2016-09-28 02:52:26.679905,559812,control,click
2016-09-28 02:57:41.250206,295393,control,view
2016-09-28 03:34:22.915855,602789,experiment,view
2016-09-28 03:43:23.287564,931905,control,view
2016-09-28 03:44:37.879213,931905,control,click
2016-09-28 03:53:10.259910,357843,experiment,view
2016-09-28 04:08:20.278674,849987,control,view
2016-09-28 04:31:51.721255,638030,experiment,view
2016-09-28 04:32:29.098791,638030,experiment,click
2016-09-28 04:41:54.826119,450877,control,view
2016-09-28 04:43:04.114806,450877,control,click
2016-09-28 05:49:46.776003,539338,experiment,view
2016-09-28 05:50:23.940659,539338,experiment,click
2016-09-28 06:07:12.494324,237418,experiment,view
2016-09-28 07:02:40.413254,423971,experiment,view
2016-09-28 07:18:31.820762,619878,control,view
2016-09-28 08:45:46.169644,493984,experiment,view
2016-09-28 09:17:25.017158,251716,experiment,view
2016-09-28 09:17:29.197942,251716,experiment,click
2016-09-28 09:44:25.160491,359196,experiment,view
2016-09-28 10:38:34.664582,546596,control,view
2016-09-28 10:57:47.955389,400503,control,view
2016-09-28 11:41:59.024172,407297,control,view
2016-09-28 12:39:30.788981,618384,experiment,view
2016-09-28 12:48:37.699016,232631,experiment,view
2016-09-28 12:51:24.570756,457163,experiment,view
2016-09-28 12:54:35.115334,729953,control,view
2016-09-28 13:17:44.745764,779309,experiment,view
2016-09-28 14:33:04.066189,815910,experiment,view
2016-09-28 14:51:50.827390,541336,experiment,view
2016-09-28 15:33:57.312784,649807,experiment,view
2016-09-28 15:34:41.697082,649807,experiment,click
2016-09-28 16:03:35.271780,884709,experiment,view
2016-09-28 16:04:16.529833,884709,experiment,click
2016-09-28 16:46:42.701354,363131,control,view
2016-09-28 16:47:58.600093,420185,experiment,view
2016-09-28 16:48:13.167377,363131,control,click
2016-09-28 17:02:39.049118,725841,control,view
2016-09-28 17:45:04.038612,883875,control,view
2016-09-28 17:46:11.495101,883875,control,click
2016-09-28 17:48:52.256022,291408,control,view
2016-09-28 17:55:52.182537,634811,control,view
2016-09-28 17:56:24.795323,634811,control,click
2016-09-28 18:53:45.929751,489374,control,view
2016-09-28 18:54:34.218815,489374,control,click
2016-09-28 19:27:33.037393,615186,experiment,view
2016-09-28 19:28:10.474669,615186,experiment,click
2016-09-28 19:38:32.518166,526194,control,view
2016-09-28 19:39:05.504310,497376,control,view
2016-09-28 19:41:37.971512,898133,experiment,view
2016-09-28 20:56:43.673545,228046,experiment,view
2016-09-28 21:38:04.511217,726961,control,view
2016-09-28 21:39:01.859660,726961,control,click
2016-09-28 21:50:49.215569,818850,experiment,view
2016-09-28 22:59:49.780097,676142,control,view
2016-09-28 23:11:56.803235,557859,experiment,view
2016-09-28 23:22:14.436738,559646,experiment,view
2016-09-28 23:22:28.070852,559646,experiment,click
2016-09-28 23:40:09.947364,865309,experiment,view
2016-09-28 23:53:15.166027,230350,control,view
2016-09-28 23:54:25.355248,230350,control,click
2016-09-29 01:41:15.371354,246777,control,view
2016-09-29 01:48:55.402524,378864,control,view
2016-09-29 01:49:04.288908,378864,control,click
2016-09-29 02:29:55.199057,261489,control,view
2016-09-29 02:29:59.615626,261489,control,click
2016-09-29 02:30:38.757040,428396,experiment,view
2016-09-29 02:58:32.167428,700205,experiment,view
2016-09-29 02:59:14.386738,700205,experiment,click
2016-09-29 03:15:28.555242,540729,control,view
2016-09-29 03:16:06.878029,540729,control,click
2016-09-29 04:28:22.112267,388377,control,view
2016-09-29 04:29:42.921303,388377,control,click
2016-09-29 05:22:37.895529,926290,experiment,view
2016-09-29 05:27:15.372127,737955,experiment,view
2016-09-29 05:38:50.358783,352484,control,view
2016-09-29 05:46:13.839377,550280,control,view
2016-09-29 05:46:53.029567,550280,control,click
2016-09-29 06:40:33.828365,789963,experiment,view
2016-09-29 07:30:38.719203,611910,control,view
2016-09-29 08:02:50.688106,811916,control,view
2016-09-29 08:07:37.006568,619415,experiment,view
2016-09-29 08:08:37.787470,619415,experiment,click
2016-09-29 08:24:03.845319,854703,experiment,view
2016-09-29 08:39:23.895645,433949,control,view
2016-09-29 09:44:30.654451,238749,control,view
2016-09-29 09:50:44.170914,645349,experiment,view
2016-09-29 09:51:42.739644,645349,experiment,click
2016-09-29 10:30:46.438815,764290,experiment,view
2016-09-29 10:42:58.112245,427317,experiment,view
2016-09-29 10:53:43.045252,887912,control,view
2016-09-29 10:54:42.777798,887912,control,click
2016-09-29 11:38:42.323749,776364,control,view
2016-09-29 11:39:47.117901,776364,control,click
2016-09-29 13:35:45.242106,718416,control,view
2016-09-29 13:41:18.147805,793781,experiment,view
2016-09-29 13:45:37.042693,919949,experiment,view
2016-09-29 13:54:43.688848,460803,experiment,view
2016-09-29 14:06:22.154791,537260,control,view
2016-09-29 14:13:22.437045,701353,control,view
2016-09-29 17:05:18.079840,814447,control,view
2016-09-29 17:50:56.901093,192842,experiment,view
2016-09-29 17:55:32.192453,432416,experiment,view
2016-09-29 17:56:51.365695,432416,experiment,click
2016-09-29 18:31:48.832766,237346,control,view
2016-09-29 18:33:20.590422,237346,control,click
2016-09-29 20:48:28.882988,744924,control,view
2016-09-29 20:54:02.981094,236182,control,view
2016-09-29 21:19:59.390655,935669,control,view
2016-09-29 22:18:41.192661,828426,control,view
2016-09-29 22:20:07.430025,828426,control,click
2016-09-29 22:30:58.970881,819705,control,view
2016-09-29 22:47:14.280043,506078,control,view
2016-09-29 23:04:42.722325,183089,control,view
2016-09-29 23:43:13.210782,404428,control,view
2016-09-29 23:44:30.693624,404428,control,click
2016-09-30 01:09:29.287476,526403,control,view
2016-09-30 01:31:42.089721,749126,control,view
2016-09-30 01:41:32.583953,223844,experiment,view
2016-09-30 02:21:01.366021,380039,control,view
2016-09-30 02:40:31.208416,696656,experiment,view
2016-09-30 02:42:11.187170,696656,experiment,click
2016-09-30 02:51:11.475206,844240,experiment,view
2016-09-30 02:54:54.522482,198104,experiment,view
2016-09-30 04:28:30.878507,692042,control,view
2016-09-30 04:40:30.980612,595360,control,view
2016-09-30 04:53:38.736148,297965,experiment,view
2016-09-30 04:55:01.442938,297965,experiment,click
2016-09-30 05:03:18.826361,352908,experiment,view
2016-09-30 05:05:15.551524,430193,experiment,view
2016-09-30 05:06:25.417447,430193,experiment,click
2016-09-30 05:29:53.459237,309476,control,view
2016-09-30 05:43:47.633612,399915,experiment,view
2016-09-30 05:45:06.489250,399915,experiment,click
2016-09-30 06:14:04.763928,918596,experiment,view
2016-09-30 06:14:51.064068,918596,experiment,click
2016-09-30 06:23:51.922185,418396,experiment,view
2016-09-30 06:33:23.839935,826501,experiment,view
2016-09-30 06:33:46.007332,826501,experiment,click
2016-09-30 07:04:51.205806,904681,control,view
2016-09-30 07:07:09.246388,217938,experiment,view
2016-09-30 07:18:49.023607,377975,control,view
2016-09-30 07:22:32.180282,622750,control,view
2016-09-30 07:36:02.895989,304119,control,view
2016-09-30 08:15:42.597112,503937,experiment,view
2016-09-30 08:46:55.187535,554579,control,view
2016-09-30 09:02:42.630068,934486,control,view
2016-09-30 09:03:19.088463,934486,control,click
2016-09-30 09:11:36.239867,759450,control,view
2016-09-30 10:45:40.121953,737683,experiment,view
2016-09-30 10:45:58.754402,737683,experiment,click
2016-09-30 10:59:08.893386,527952,experiment,view
2016-09-30 11:07:38.896367,200061,control,view
2016-09-30 11:08:20.714651,200061,control,click
2016-09-30 11:21:33.069208,788377,experiment,view
2016-09-30 11:36:37.318545,505687,control,view
2016-09-30 11:39:23.921222,231776,control,view
2016-09-30 12:27:57.345043,434858,control,view
2016-09-30 12:46:14.235660,809818,experiment,view
2016-09-30 12:51:24.768059,287233,control,view
2016-09-30 13:02:47.221645,395723,experiment,view
2016-09-30 13:04:08.797848,395723,experiment,click
2016-09-30 13:14:52.580070,677294,control,view
2016-09-30 13:16:24.499225,677294,control,click
2016-09-30 13:59:39.507680,759783,control,view
2016-09-30 14:00:20.789538,759783,control,click
2016-09-30 14:50:05.226746,581893,control,view
2016-09-30 14:51:25.004757,581893,control,click
2016-09-30 14:56:58.842290,900876,experiment,view
2016-09-30 15:22:06.697564,919155,experiment,view
2016-09-30 16:27:57.393882,426465,control,view
2016-09-30 16:28:09.920454,426465,control,click
2016-09-30 16:36:09.550643,370113,experiment,view
2016-09-30 17:08:51.575535,578003,experiment,view
2016-09-30 17:09:29.762092,578003,experiment,click
2016-09-30 17:51:12.036150,621925,control,view
2016-09-30 17:51:40.105549,621925,control,click
2016-09-30 18:45:04.413551,741646,control,view
2016-09-30 18:49:36.785626,610236,experiment,view
2016-09-30 18:50:23.372835,528337,control,view
2016-09-30 19:32:33.238395,593934,control,view
2016-09-30 20:01:50.121349,374130,experiment,view
2016-09-30 21:02:06.203310,252675,experiment,view
2016-09-30 21:17:47.296405,680053,control,view
2016-09-30 22:14:25.554615,225328,experiment,view
2016-09-30 22:45:07.569712,329343,control,view
2016-09-30 22:46:19.685426,329343,control,click
2016-09-30 22:54:52.135244,732609,experiment,view
2016-10-01 00:18:52.348058,419220,experiment,view
2016-10-01 00:19:29.056718,419220,experiment,click
2016-10-01 00:30:52.242450,857354,experiment,view
2016-10-01 01:07:42.056794,564317,control,view
2016-10-01 01:17:37.228365,398733,experiment,view
2016-10-01 01:22:55.067017,367861,control,view
2016-10-01 01:34:22.383496,874593,experiment,view
2016-10-01 02:16:35.177092,798527,control,view
2016-10-01 02:46:10.125597,243913,control,view
2016-10-01 02:47:05.379521,586146,control,view
2016-10-01 02:47:28.116461,243913,control,click
2016-10-01 03:18:46.651889,667813,experiment,view
2016-10-01 03:21:52.612953,352461,control,view
2016-10-01 03:22:19.699066,352461,control,click
2016-10-01 04:05:53.565517,405944,control,view
2016-10-01 04:17:36.787912,445193,control,view
2016-10-01 04:33:51.398573,863877,experiment,view
2016-10-01 04:40:47.173892,584788,control,view
2016-10-01 04:49:14.421847,442125,experiment,view
2016-10-01 05:06:14.836494,687985,experiment,view
2016-10-01 05:06:35.238030,687985,experiment,click
2016-10-01 05:08:08.061547,606456,control,view
2016-10-01 06:27:57.654682,814255,experiment,view
2016-10-01 07:51:25.483528,663691,experiment,view
2016-10-01 08:10:21.781955,886958,experiment,view
2016-10-01 08:25:19.636239,589033,experiment,view
2016-10-01 08:32:21.821346,464749,control,view
2016-10-01 08:32:38.621502,681253,control,view
2016-10-01 08:35:58.122525,374164,control,view
2016-10-01 08:37:57.522755,429976,control,view
2016-10-01 08:38:32.320970,494246,control,view
2016-10-01 08:52:11.667939,655266,experiment,view
2016-10-01 08:52:16.383988,655266,experiment,click
2016-10-01 09:09:06.214252,387894,control,view
2016-10-01 10:17:29.383851,206558,experiment,view
2016-10-01 10:19:03.243482,206558,experiment,click
2016-10-01 10:42:44.921226,866836,control,view
2016-10-01 10:50:17.619884,742492,control,view
2016-10-01 10:50:37.329481,742492,control,click
2016-10-01 11:17:15.803270,497922,control,view
2016-10-01 11:24:03.306390,592295,control,view
2016-10-01 12:13:54.288523,545343,experiment,view
2016-10-01 12:17:31.600973,873277,control,view
2016-10-01 12:18:11.000121,873277,control,click
2016-10-01 12:18:35.265148,279949,experiment,view
2016-10-01 12:19:01.221639,279949,experiment,click
2016-10-01 12:20:16.639911,697778,control,view
2016-10-01 12:25:16.977828,369465,experiment,view
2016-10-01 13:00:24.572943,913653,control,view
2016-10-01 13:10:47.017843,402090,control,view
2016-10-01 13:11:54.536143,402090,control,click
2016-10-01 13:34:54.923136,817559,control,view
2016-10-01 13:35:01.099904,817559,control,click
2016-10-01 14:38:33.650610,686900,experiment,view
2016-10-01 15:05:38.341327,559647,experiment,view
2016-10-01 15:06:24.042588,559647,experiment,click
2016-10-01 15:20:50.073678,629050,experiment,view
2016-10-01 15:22:08.499276,405461,control,view
2016-10-01 15:22:55.826218,405461,control,click
2016-10-01 15:38:31.259528,933564,experiment,view
2016-10-01 16:48:03.141375,231140,experiment,view
2016-10-01 16:58:01.732914,456488,experiment,view
2016-10-01 17:10:36.732959,417883,experiment,view
2016-10-01 17:38:34.126990,795866,experiment,view
2016-10-01 17:47:23.418812,881584,experiment,view
2016-10-01 17:52:18.001373,814054,control,view
2016-10-01 18:00:16.403713,860652,control,view
2016-10-01 18:10:10.386536,934795,control,view
2016-10-01 18:11:17.690125,934795,control,click
2016-10-01 19:03:44.351831,451770,control,view
2016-10-01 19:25:58.511645,213229,experiment,view
2016-10-01 19:30:37.539874,476376,control,view
2016-10-01 19:31:08.281903,476376,control,click
2016-10-01 19:47:20.648635,691152,control,view
2016-10-01 19:48:40.901855,691152,control,click
2016-10-01 20:41:05.330403,586560,experiment,view
2016-10-01 20:49:13.857354,914166,control,view
2016-10-01 20:51:43.248488,424505,experiment,view
2016-10-01 20:52:42.387790,424505,experiment,click
2016-10-01 21:27:16.508950,584067,control,view
2016-10-01 21:43:29.504721,231738,control,view
2016-10-01 21:46:38.904529,672277,control,view
2016-10-01 22:19:22.010257,574460,control,view
2016-10-02 00:34:52.450649,675914,control,view
2016-10-02 01:43:05.211235,746681,control,view
2016-10-02 02:20:43.606629,388253,experiment,view
2016-10-02 02:27:43.083662,658065,control,view
2016-10-02 02:55:02.169425,465282,experiment,view
2016-10-02 05:10:29.008610,384362,control,view
2016-10-02 06:02:44.345518,423385,control,view
2016-10-02 06:06:07.348008,766624,experiment,view
2016-10-02 06:06:37.100532,483457,control,view
2016-10-02 06:07:30.111260,766624,experiment,click
2016-10-02 06:24:14.357584,773614,control,view
2016-10-02 06:44:33.205270,783023,experiment,view
2016-10-02 07:22:54.166943,224553,control,view
2016-10-02 07:37:48.923360,189438,experiment,view
2016-10-02 07:40:08.355698,876039,experiment,view
2016-10-02 08:55:58.597492,440182,control,view
2016-10-02 09:16:02.617360,275851,control,view
2016-10-02 09:32:10.940806,378476,experiment,view
2016-10-02 09:33:12.612999,378476,experiment,click
2016-10-02 09:58:04.654049,674584,control,view
2016-10-02 10:24:31.010818,495430,control,view
2016-10-02 10:27:03.322631,651428,experiment,view
2016-10-02 10:29:09.517523,666424,experiment,view
2016-10-02 10:30:09.953157,860419,control,view
2016-10-02 11:04:05.047216,554810,experiment,view
2016-10-02 11:34:28.588126,541367,control,view
2016-10-02 12:02:25.307021,708992,control,view
2016-10-02 12:02:42.709661,708992,control,click
2016-10-02 12:41:08.823442,569198,control,view
2016-10-02 12:42:17.862645,825944,experiment,view
2016-10-02 12:43:42.384824,825944,experiment,click
2016-10-02 12:47:59.821520,715790,experiment,view
2016-10-02 13:13:25.257273,717081,control,view
2016-10-02 13:15:03.277534,717081,control,click
2016-10-02 13:24:10.944685,221640,control,view
2016-10-02 14:37:55.952508,776249,experiment,view
2016-10-02 15:06:56.890904,396642,experiment,view
2016-10-02 15:30:25.830386,335999,experiment,view
2016-10-02 15:30:39.718120,335999,experiment,click
2016-10-02 15:45:39.248639,543261,control,view
2016-10-02 15:50:56.564060,275117,experiment,view
2016-10-02 16:16:22.919008,652353,control,view
2016-10-02 17:01:12.650330,677078,control,view
2016-10-02 17:52:59.461688,292135,experiment,view
2016-10-02 17:53:50.298281,311308,experiment,view
2016-10-02 17:54:12.687892,292135,experiment,click
2016-10-02 17:55:24.501047,311308,experiment,click
2016-10-02 17:56:03.042724,596103,control,view
2016-10-02 18:05:44.440154,732632,control,view
2016-10-02 18:48:15.577695,696456,control,view
